text,label
Na0.46Co0.62Hf0.38O2,1
*@_/:,0
prelatist,0
36,0
Na0.31Mo0.26Os0.74O2,1
Na0.61V0.31Pt0.69O2,1
56,0
91,0
70,0
"[\"",@",0
mandator,0
27,0
4,0
incudostapedial,0
lariid,0
Na0.83PtO2,1
NaxNi0.84Mo0.16Pd0.0O2,1
{?'%,0
inofficiosity,0
@,0
Na0.18NbxPd1-xO2,1
animadversive,0
unsluggish,0
.!([,0
Na0.38Pd0.94Ni0.06O2,1
50,0
Na0.37W0.23Hf0.5Tc0.27O2,1
NaxRh0.23Cr0.77O2,1
Na0.78WO2,1
boba,0
Na0.9Ru0.26W0.74O2,1
23,0
incitability,0
"&""",0
78,0
56,0
Na0.87Mn0.66Os0.1Zr0.24O2,1
octonary,0
Na0.56Hf0.86V0.01Cr0.13O2,1
63,0
spatulose,0
Na0.25IrO2,1
76,0
"*$(,=",0
36,0
prolation,0
',0
Na0.86Ir0.11Zr0.74Hf0.15O2,1
71,0
35,0
Na0.92Pt0.04Zr0.28Fe0.68O2,1
79,0
overcontented,0
Na0.2OsO2,1
Na0.27ZrO2,1
17,0
:/>,0
88,0
Na0.55RhO2,1
frogleg,0
Na0.29Co0.33Ni0.67O2,1
Na0.1Mn0.54Re0.11Ni0.35O2,1
Na0.4Mo0.37Zr0.12Os0.51O2,1
84,0
%}*,0
convector,0
@|*,0
NaxNb0.93Mo0.01Tc0.06O2,1
|)==[,0
Na0.3IrO2,1
}<#,0
otarian,0
Na0.13Mo0.87Nb0.13O2,1
cabellerote,0
\,0
16,0
=[>,0
44,0
Na0.46Pt0.93Cr0.07O2,1
],0
60,0
archcozener,0
NaxNiO2,1
-,0
{,0
+.),0
NaxCr0.7Mo0.07V0.23O2,1
11,0
86,0
{|_,0
"]""^",0
Na0.88Ir0.64Ni0.31Tc0.05O2,1
@>,0
Na0.33W0.81Ni0.19O2,1
44,0
85,0
61,0
76,0
Na0.29Hf0.9Cr0.02Os0.08O2,1
\@_{,0
*[_,0
thelyblast,0
]_,0
21,0
25,0
Daneball,0
fishhook,0
18,0
@:{,0
Cogswellia,0
^-{[,0
Na0.76Tc0.25V0.75O2,1
Na0.7CrO2,1
nonobedience,0
]}:,0
chalcographic,0
'<..;,0
NaxV0.41Co0.59O2,1
$?,0
61,0
NaxTa0.24Mn0.76O2,1
intrasusception,0
12,0
].;,0
],0
*_]]*,0
Deimos,0
Na0.64Ru0.69Mo0.31O2,1
Na0.46Ru0.59Cr0.37Mn0.04O2,1
Na0.81TcO2,1
*+,0
14,0
//,0
$,0
twoling,0
13,0
^[,0
Na0.11FexRu1-xO2,1
{\%.?,0
*%,0
36,0
1,0
52,0
41,0
48,0
bloodroot,0
87,0
&#=,0
?-^,0
%-$,0
NaxIr0.85Tc0.12Re0.03O2,1
$,0
"]])""",0
],0
Na0.85MoO2,1
Na0.56Ru0.17Cr0.83O2,1
71,0
interdorsal,0
Na0.91TaO2,1
33,0
monophasia,0
6,0
@;,0
47,0
;,0
}.,0
62,0
;,0
74,0
97,0
&,0
Na0.37Co0.43Fe0.48Zr0.09O2,1
22,0
centry,0
26,0
9,0
Na0.19Nb0.97Ir0.03Fe0.0O2,1
23,0
41,0
>?*#/,0
63,0
megalodactylous,0
>,0
;@,0
".^=,|",0
Na0.28Mn0.72Pt0.1Ni0.18O2,1
:|,0
Na0.57Mo0.39Cr0.36Os0.25O2,1
paracusia,0
91,0
Na0.13ZrO2,1
tetrachordon,0
:],0
Na0.64IrO2,1
8,0
semishady,0
Vepse,0
alloxuremia,0
breacher,0
[:&__,0
Na0.99PdO2,1
sodaless,0
",",0
Na0.47Ni0.2Cr0.41Pt0.39O2,1
"_,",0
laborist,0
Na0.37RuO2,1
"""^",0
11,0
quadrupleness,0
Na0.15TaO2,1
claustration,0
49,0
overfrozen,0
gummage,0
44,0
84,0
59,0
trigonic,0
vigorist,0
.=,0
$:\,0
81,0
Na0.67RuO2,1
skiascopy,0
nonserif,0
?.,0
74,0
",^",0
?#-{[,0
NaxRe0.79Ta0.21O2,1
86,0
ara,0
NaxRu0.34Ir0.66O2,1
#,0
Arctogaea,0
74,0
/+.|,0
duckboard,0
$,0
Na0.89Zr0.86Hf0.02Pt0.12O2,1
78,0
microhistochemical,0
86,0
90,0
100,0
abatised,0
[>;,0
NaxRu0.98Ni0.01Zr0.01O2,1
NaxZrO2,1
<?|,0
'|>[,0
"{["";=",0
])|,0
71,0
Na0.52CrO2,1
52,0
8,0
65,0
bluebelled,0
;-?.*,0
Na0.93ZrO2,1
",\*",0
=+,0
Spiriferidae,0
Na0.18Os0.94Ru0.04Mn0.02O2,1
%}.:<,0
73,0
soilage,0
Na0.72Ni0.85Hf0.15O2,1
97,0
^_,0
33,0
soapsuds,0
adolescently,0
insectifuge,0
@,0
trunnel,0
Na0.3RuO2,1
?<!'=,0
boller,0
43,0
96,0
={,0
"""",0
49,0
oxhoft,0
coalmouse,0
NaxCrxNi1-xO2,1
Na0.78RhO2,1
nondiscordant,0
addible,0
38,0
NaxFexRh1-xO2,1
Mulciber,0
-#\),0
14,0
72,0
"_,%<",0
9,0
Na0.84Mo0.42Cr0.35Ni0.23O2,1
{@#/,0
"(}^,'",0
3,0
23,0
}@-.,0
89,0
chumpy,0
disinfect,0
NaxWyNi1-yO2,1
60,0
21,0
{',0
/{,0
Na0.76Hf0.52Cr0.22Tc0.26O2,1
35,0
guayabi,0
hoofs,0
Na0.99FeO2,1
75,0
NaxVO2,1
1,0
Na0.47Cr0.31Pd0.69O2,1
myelinic,0
43,0
22,0
$-%&,0
undisintegrated,0
(,0
"<}{""^",0
=#^,0
(_-,0
fluorotype,0
14,0
coplotter,0
Na0.58W0.11Ta0.38Tc0.51O2,1
",@""}!",0
97,0
misexpenditure,0
NaxMo0.71W0.02Tc0.27O2,1
<^&=>,0
montgolfier,0
"_[>,%",0
35,0
Na0.41NiO2,1
schistoglossia,0
15,0
76,0
gossard,0
80,0
Na0.87Cr0.7Re0.08Ta0.22O2,1
koft,0
Na0.39Mo0.38W0.56Os0.06O2,1
icework,0
?%+#,0
yox,0
90,0
Na0.79Tc0.72Cr0.26Mn0.02O2,1
gynodioeciously,0
electrion,0
:,0
55,0
proctoclysis,0
50,0
Na0.18RhO2,1
pommet,0
unbark,0
financially,0
NaxPdO2,1
[\=,0
:>,0
NaxFe0.58Pt0.42O2,1
91,0
=[#%-,0
4,0
prestudiousness,0
superstrata,0
superalkaline,0
"!|""",0
Na0.78Ta0.82Ir0.14V0.04O2,1
vitameric,0
-_$@),0
Na0.85ZrO2,1
destructionist,0
Shona,0
]$,0
(;],0
connected,0
circularly,0
2,0
+\[&%,0
;(%,0
){,0
NaxNb0.81Ta0.09Fe0.1O2,1
@',0
74,0
Na0.29Os0.59V0.3Ta0.11O2,1
couplement,0
62,0
|,0
"@,",0
73,0
refluctuation,0
hemihypoesthesia,0
25,0
"{""",0
Na0.27ReO2,1
Na0.29Tc0.66Mo0.05Pt0.29O2,1
wencher,0
"%>,",0
clotheshorse,0
countersea,0
|>?,0
concoagulation,0
*+@{.,0
Na0.4Mn0.24Cr0.6W0.16O2,1
Na0.93Nb0.1Ru0.9O2,1
geomalic,0
NaxHf0.93Ni0.0Cr0.07O2,1
reductionism,0
;,0
33,0
chroococcoid,0
8,0
Na0.71PdO2,1
Na0.75TcO2,1
squamosoimbricated,0
$|,0
unvisualized,0
Cynipoidea,0
_+$,0
curability,0
)!,0
(<[,0
+&?-,0
4,0
28,0
Na0.44PdO2,1
*:,0
Na0.46TcO2,1
[,0
82,0
='*,0
20,0
{>(;(,0
rocketlike,0
Islamist,0
flatterer,0
Na0.34Os0.44Nb0.56O2,1
/=/}>,0
52,0
hyperintellectual,0
?'&?,0
NaxFe0.63Rh0.01Pt0.36O2,1
|(!#+,0
"/"",",0
',0
Na0.9Tc0.22Co0.78O2,1
47,0
.-!>,0
99,0
/,0
cognition,0
equipaga,0
"&<&]""",0
tutworker,0
1,0
$,0
Na0.94Rh0.53Nb0.07Pd0.4O2,1
81,0
NaxIr0.96W0.04O2,1
},0
Masai,0
47,0
*+,0
$!(>,0
subcontinued,0
Na0.24NiO2,1
Na0.37Fe0.24Ir0.76O2,1
94,0
Na0.08Ni0.73Ir0.06Pt0.21O2,1
@]=,0
6,0
"""/",0
Na0.64Ru0.96V0.04O2,1
fratchy,0
\!%\,0
76,0
undegrading,0
77,0
Na0.88Fe0.49Zr0.51O2,1
'{_^/,0
medialization,0
2,0
{,0
31,0
forefeel,0
inhibitable,0
unvitrescible,0
autosepticemia,0
15,0
%{<,0
.\,0
'-?}:,0
18,0
unantagonizing,0
17,0
(|=}:,0
;;]:,0
^*.[,0
ponderant,0
assertive,0
"""?",0
Na0.76Re0.5Nb0.46Mn0.04O2,1
Na0.81ZrO2,1
"""%?/",0
58,0
80,0
sterility,0
73,0
Na0.62Zr0.11Mo0.43V0.46O2,1
Na0.21RuO2,1
"[*,",0
Na0.73PdxCr1-xO2,1
.,0
NaxMo0.0Rh0.71Nb0.29O2,1
"\:,%",0
coprophilia,0
NaxHf0.33Pd0.67O2,1
<#,0
|#+,0
=_@/#,0
ureterodialysis,0
Na0.75FeO2,1
capple,0
Na0.5Pd0.04Re0.57Rh0.39O2,1
Na0.85VO2,1
Na0.01Pd0.34Rh0.66O2,1
"__"";",0
";""",0
\,0
58,0
66,0
rigescence,0
34,0
[,0
-.=,0
bedight,0
Na0.37Re0.72Pt0.28O2,1
2,0
NaxRuO2,1
66,0
_,0
NaxTayW1-yO2,1
63,0
herniorrhaphy,0
5,0
plodding,0
untranspired,0
8,0
Aistopodes,0
Na0.05Fe0.52Pt0.23Pd0.25O2,1
/.,0
27,0
budwood,0
_,0
62,0
75,0
?#;!),0
(!+,0
Na0.01Nb0.4Ni0.6O2,1
[,0
homothallic,0
Na0.69Zr0.0RhO2,1
stupefaction,0
.$>,0
Na0.76Ru0.87Cr0.13O2,1
Na0.32Ru0.01Mo0.2Nb0.79O2,1
95,0
Na0.09W0.53Ru0.16Pt0.31O2,1
;-,0
70,0
Na0.48RuxPt1-xO2,1
76,0
NaxPt0.08Cr0.06Rh0.86O2,1
Na0.35Pt0.33Cr0.35Mn0.32O2,1
56,0
Na0.67CoO2,1
negationist,0
89,0
blowup,0
Na0.14HfO2,1
$|,0
NaxW0.38Nb0.44Pt0.18O2,1
Na0.39FexRe1-xO2,1
90,0
-,0
),0
perjuredly,0
toxophilitic,0
Na0.39Tc0.24Fe0.11Ru0.65O2,1
31,0
13,0
\,0
Na0.81Os0.76Ir0.24O2,1
)-,0
63,0
_,0
NaxHfO2,1
Orthopoda,0
52,0
>&,0
$-/<%,0
'-,0
Pinkerton,0
67,0
kinematograph,0
Na0.33MnyZr1-yO2,1
Na0.49Pd0.3Ir0.57Fe0.13O2,1
41,0
45,0
40,0
58,0
[>{(,0
Na0.28V0.02Mn0.98O2,1
59,0
Na0.59Tc0.61Ru0.39O2,1
stoep,0
'-,0
logical,0
Na0.06Nb0.9Co0.1O2,1
arecolidine,0
66,0
84,0
Na0.32Nb0.96Mo0.03Ru0.01O2,1
-!,0
54,0
peroration,0
)';',0
youl,0
Anagallis,0
"?,<=""",0
"$:,",0
15,0
..#-:,0
_$|+,0
nonattainment,0
typholysin,0
ratchety,0
Na0.97TaO2,1
"//""",0
)),0
47,0
[<*-&,0
<',0
19,0
\<?,0
77,0
"=>&,@",0
92,0
Spongillidae,0
Na0.94PdO2,1
NaxFe0.89Hf0.06Mn0.05O2,1
Na0.67Ta0.29Pt0.71O2,1
kale,0
/@?(>,0
_@\[&,0
perienteritis,0
prostemmatic,0
-\',0
64,0
45,0
99,0
unshelled,0
54,0
")"")}",0
<(>#],0
62,0
18,0
Na0.3Re0.13Cr0.87O2,1
vegeteness,0
<@)^,0
Achuas,0
(\.),0
"/?""",0
unperishableness,0
89,0
19,0
Na0.46Ni0.45Co0.23Mn0.32O2,1
",",0
uricaciduria,0
?,0
phenin,0
<@,0
\$,0
*,0
%'$@^,0
Wasp,0
NaxTcO2,1
belonger,0
electropotential,0
72,0
stegosaurian,0
Garibaldian,0
NaxTc0.23Ru0.3Hf0.47O2,1
74,0
Na0.17RuyNb1-yO2,1
splenopexia,0
sock,0
dampproofer,0
66,0
anarthropod,0
Teri,0
65,0
'!,0
anaesthesiant,0
.&,0
bibliomancy,0
28,0
[-,0
tawite,0
Na0.05Ru0.92Mn0.08O2,1
96,0
37,0
Na0.18Fe0.58Cr0.42O2,1
90,0
69,0
?!;,0
"+^?,)",0
72,0
Na0.25Ru0.3Os0.51Ta0.19O2,1
birth,0
?',0
6,0
19,0
withernam,0
15,0
(</,0
42,0
Na0.3Mo0.26Tc0.74O2,1
]:\^),0
Na0.94Ta0.85Os0.15O2,1
unostentation,0
Na0.21Ta0.57Co0.13Rh0.3O2,1
crustaceologist,0
21,0
]\,0
+,0
:.,0
undiscriminating,0
54,0
*|\,0
1,0
tribrachial,0
Acraeinae,0
dysoxidize,0
63,0
Na0.89Ni0.02Mo0.98O2,1
fibromyectomy,0
capshore,0
suboffice,0
^/,0
67,0
30,0
19,0
bouchette,0
hieroglyphic,0
reactivate,0
spherics,0
equidifferent,0
100,0
[-[:;,0
58,0
mesonotum,0
}!:/>,0
chemolytic,0
-[@,0
",(",0
11,0
fur,0
15,0
Na0.94MoO2,1
NaxTa0.06Os0.78Pt0.16O2,1
Na0.69TaO2,1
unweariability,0
.,0
*,0
Na0.49Pt0.69Os0.25Re0.06O2,1
66,0
Na0.78Co0.26Pd0.37Nb0.37O2,1
"""&:|",0
Na0.37NiO2,1
Na0.44Pd0.55Pt0.1Re0.35O2,1
nolition,0
arthrorrhagia,0
copperbottom,0
<:^>,0
63,0
>>=,0
Na0.11Re0.09Tc0.52Co0.39O2,1
",).",0
proudishly,0
outport,0
NaxFe0.94Mn0.05Co0.01O2,1
Na0.49Mn0.18Os0.68Pt0.14O2,1
prediscontinue,0
Na0.13RhxPd1-xO2,1
58,0
NaxZrxPt1-xO2,1
<,0
32,0
posttussive,0
61,0
vrother,0
94,0
11,0
14,0
Na0.31ReO2,1
millions,0
misexplain,0
Na0.39Mn0.52Fe0.22Ir0.26O2,1
47,0
Na0.92Ta0.81V0.15Tc0.04O2,1
Na0.03V0.44Ta0.52W0.04O2,1
!*[/@,0
<=>>],0
<#,0
Na0.01FeO2,1
Na0.98PtO2,1
Na0.31CrO2,1
Na0.54Cr0.92Tc0.07Pd0.01O2,1
valentine,0
"([@""%",0
45,0
Na0.13PtO2,1
NaxTaO2,1
Na0.36CoO2,1
Na0.37WO2,1
Na0.0FeyZr1-yO2,1
clomben,0
dummy,0
Na0.95W0.67Mo0.33Rh-0.0O2,1
habitancy,0
94,0
"]*.""",0
first,0
63,0
brachytic,0
infrequency,0
91,0
*,0
Na0.5Cr0.73Ir0.27O2,1
^\,0
unwrung,0
77,0
clashingly,0
!_{_,0
betorcin,0
31,0
Na0.56W0.78Re0.22O2,1
Na0.38VO2,1
&]^',0
unbounded,0
impuberty,0
;,0
0,0
Na0.96Cr0.56W0.0Hf0.44O2,1
NaxTcO2,1
52,0
%,0
24,0
78,0
';_,0
78,0
Na0.9Tc0.1Pd0.07Fe0.83O2,1
Na0.44Nb0.26Re0.69W0.05O2,1
5,0
;_/%,0
Na0.83Cr0.31Fe0.69O2,1
64,0
#@#&,0
93,0
Na0.07NbO2,1
Na0.51Re0.24Ta0.76O2,1
radiopacity,0
<,0
Na0.47Tc0.61Ni0.39O2,1
@,0
NaxW0.29Mn0.36Ta0.35O2,1
[(>!<,0
),0
Na0.24PdO2,1
23,0
Na0.82MoO2,1
;^:(\,0
67,0
fanion,0
48,0
monophthongal,0
Na0.79NbO2,1
cowthwort,0
"^%""[$",0
[+;,0
]<,0
^!&'*,0
"""\",0
",",0
confrontation,0
devaloka,0
expilation,0
%?,0
7,0
85,0
Na0.21Co0.81Re0.19O2,1
=:}+@,0
",/'",0
8,0
'/,0
subalternation,0
roundmouthed,0
extracathedral,0
asnort,0
Na0.29Os0.76Cr0.24O2,1
)|]&,0
Ostara,0
glamour,0
!:,0
23,0
Na0.11Tc0.75Mn0.25O2,1
regime,0
Na0.42Cr0.2Ru0.56Co0.24O2,1
balky,0
Na0.17Re0.2Tc0.8O2,1
}/],0
|)*+,0
67,0
Na0.32OsyRe1-yO2,1
",?",0
26,0
">""+-$",0
Na0.56WO2,1
20,0
Lodowic,0
31,0
knowledgeless,0
inanga,0
26,0
%=[,0
Na0.69PdyOs1-yO2,1
35,0
:!?=^,0
Na0.01TcO2,1
isotypic,0
*,0
Na0.09Ru0.36Zr0.12Mn0.52O2,1
giddybrain,0
confectionery,0
NaxPt0.44W0.56O2,1
89,0
61,0
"::,",0
25,0
Na0.63V0.86Pt0.14O2,1
&'%,0
ableeze,0
83,0
Na0.16Ta0.48Os0.52O2,1
19,0
29,0
microelectrode,0
disselboom,0
/@^_,0
??&},0
traumatonesis,0
92,0
"?(|;""",0
Na0.55Zr0.27Mo0.73O2,1
sartage,0
<)%,0
\:=,0
52,0
+,0
4,0
trefgordd,0
7,0
Na0.72Ru0.19Pd0.3Mo0.51O2,1
!,0
*>,0
\@/,0
89,0
Na0.2NiO2,1
12,0
],0
86,0
80,0
\%>,0
#\,0
Na0.84Pt0.42Fe0.01Ta0.57O2,1
Coriandrum,0
@\%,0
70,0
26,0
Na0.9Mn0.5Mo0.05V0.45O2,1
courteous,0
",",0
39,0
@>(:,0
NaxCr0.55Ir0.32Pd0.13O2,1
NaxOsO2,1
(,0
82,0
";+,",0
syngraph,0
NaxRe0.61Ta0.39O2,1
|?,0
licensure,0
13,0
condensery,0
=?,0
91,0
'/&,0
Na0.88NiO2,1
&<!,0
Na0.76Zr0.4Pd0.56Mn0.04O2,1
57,0
Na0.48Ir0.18Fe0.44Os0.38O2,1
antiqua,0
43,0
odorproof,0
Na0.36RhO2,1
;?,0
<^,0
Na0.69MoO2,1
osmograph,0
aloof,0
\<{%,0
Na0.3Ru0.03Re0.21V0.76O2,1
Na0.86Ir0.03Zr0.97O2,1
78,0
pennill,0
Francophile,0
NaxMo0.38V0.51Re0.11O2,1
24,0
Na0.9Cr0.05Ta0.95O2,1
12,0
12,0
";,$/.",0
glibbery,0
93,0
?,0
$,0
76,0
Na0.56Ni0.54Mn0.46O2,1
97,0
-+[,0
#]{),0
60,0
*{\__,0
66,0
NaxWO2,1
commonplacely,0
16,0
38,0
intertubular,0
erenow,0
15,0
35,0
unproofread,0
Na0.73VO2,1
16,0
NaxPdO2,1
48,0
24,0
93,0
conquinine,0
Na0.79Re0.84Co0.1Cr0.06O2,1
;;]@!,0
72,0
Na0.48Re0.75Pd0.25O2,1
80,0
;*},0
55,0
35,0
untradeable,0
{,0
",+:",0
31,0
'-::,0
gynobasic,0
81,0
frogland,0
<{[[|,0
^},0
Utopianizer,0
/=$+@,0
[./'#,0
Na0.33Cr0.33Pd0.13Fe0.54O2,1
cromfordite,0
distrustfulness,0
Na0.34IrO2,1
^,0
]#]<?,0
84,0
postramus,0
94,0
Na0.49Nb0.36V0.64O2,1
4,0
78,0
Na0.93ZrO2,1
Na0.55HfO2,1
intralogical,0
(),0
",",0
46,0
70,0
micturition,0
Na0.8Nb0.48Zr0.21Ir0.31O2,1
filch,0
Na0.61Ir0.96Mo0.04O2,1
13,0
|##,0
NaxNi0.04Rh0.96O2,1
sesquitertian,0
((!)!,0
Nimrodic,0
Na0.57RexV1-xO2,1
*).,0
95,0
cerotic,0
proctoscopic,0
98,0
".,@",0
@'%'-,0
poesie,0
41,0
"""}<",0
Na0.76Tc0.48Re0.45Ru0.07O2,1
!>?,0
comprehendible,0
undissenting,0
NaxRu0.03Cr0.97O2,1
81,0
dubs,0
dubs,0
21,0
Na0.01PtO2,1
}+(,0
41,0
49,0
jermonal,0
76,0
Na0.81MoO2,1
mauley,0
:,0
NaxNbO2,1
celadonite,0
51,0
96,0
*!,0
15,0
"""$",0
nonbacterial,0
Na0.9Mn0.54Rh0.29Cr0.17O2,1
*@%]?,0
54,0
lecithinase,0
1,0
lymphadenectasis,0
prefunctional,0
10,0
Na0.64TaO2,1
85,0
77,0
benchlet,0
Swahili,0
#+,0
NaxNbxZr1-xO2,1
67,0
{\:/,0
83,0
58,0
tamer,0
87,0
59,0
Juglandaceae,0
99,0
inversedly,0
:(,0
Na0.66Ru0.3Pd0.7O2,1
Na0.47NixRu1-xO2,1
#,0
1,0
Paleogene,0
Na0.22RhO2,1
88,0
50,0
Na0.38MnO2,1
Na0.49TaO2,1
Na0.39Co0.55Nb0.45O2,1
overanalyze,0
schooldame,0
fruitwise,0
Na0.89V0.23Pt0.44Nb0.33O2,1
Na0.33Ta0.28Pd0.72O2,1
bailey,0
96,0
},0
%+,0
pityingly,0
69,0
bisglyoxaline,0
heliophilia,0
Na0.34Hf0.44Cr0.56O2,1
"&,",0
cinemize,0
47,0
Brahmaness,0
Na0.64Pt0.83Os0.17O2,1
"""!-\",0
outvoyage,0
chastisable,0
kibe,0
_[,0
unsettlement,0
65,0
restainable,0
triricinolein,0
%,0
Na0.25Hf0.99W0.01Fe0.0O2,1
78,0
/:,0
?-,0
80,0
28,0
ultrabrilliant,0
vaagmer,0
Na0.14RhO2,1
NaxVO2,1
_=,0
@[;_;,0
31,0
extensibleness,0
marcher,0
Na0.11IrxFe1-xO2,1
13,0
.,0
7,0
35,0
7,0
@%,0
78,0
96,0
61,0
91,0
staucher,0
*:=!/,0
lobefoot,0
85,0
NaxNb0.16Ir0.84O2,1
19,0
forklike,0
dejectly,0
34,0
beambird,0
unforegone,0
Na0.09Mn0.5Cr0.5O2,1
Na0.66PdO2,1
NaxIr0.42Os0.58O2,1
17,0
Na0.17FeO2,1
11,0
13,0
100,0
fibroblastic,0
Na0.13V0.5Rh0.03Tc0.47O2,1
Na0.39Pt0.27Fe0.73O2,1
NaxHfO2,1
'|,0
26,0
trichoglossine,0
84,0
78,0
57,0
decuple,0
NaxV0.34Mo0.51Zr0.15O2,1
91,0
mightily,0
@.,0
#.;<,0
72,0
100,0
geeldikkop,0
Chrobat,0
100,0
23,0
ceramist,0
',0
29,0
"^]?""&",0
:,0
}$,0
Na0.88TcO2,1
Na0.27Pt0.56Ru0.44O2,1
=*]),0
Na0.21Ir0.27Ta0.65W0.08O2,1
Na0.24FeO2,1
"""^{'{",0
=_],0
^$+>,0
;_,0
Na0.83CryOs1-yO2,1
hypopinealism,0
Na0.61Mo0.4Nb0.6O2,1
98,0
antiprostate,0
^#,0
65,0
'=-,0
87,0
84,0
89,0
"(,#}",0
;{}.],0
Na0.73Ta0.83Rh0.17O2,1
"""!",0
92,0
@$,0
special,0
47,0
snorker,0
pleasantsome,0
Na0.9Re0.18Ni0.31Ru0.51O2,1
86,0
argumentativeness,0
Na0.97Ta0.5Nb0.11Re0.39O2,1
subcardinal,0
Na0.84HfO2,1
"""^",0
Na0.39Re0.33Nb0.42Fe0.25O2,1
Poneridae,0
%(,0
unscummed,0
1,0
!_,0
Na0.66RuO2,1
83,0
56,0
%+,0
Metin,0
73,0
45,0
91,0
:[->$,0
trainbolt,0
}>.(,0
Na0.42Nb0.83Tc0.17O2,1
53,0
Na0.54W0.01Mo0.93Rh0.06O2,1
leukosis,0
transversomedial,0
_%_,0
"[?,|:",0
21,0
antislickens,0
84,0
NaxRh0.64W0.36O2,1
demise,0
parsimonious,0
39,0
66,0
=]{+{,0
64,0
%{;,0
14,0
@*+|:,0
{><^,0
wurtzite,0
&]@#,0
readaptiveness,0
unclementness,0
37,0
94,0
29,0
Na0.68Os0.37Ir0.62Ta0.01O2,1
<-,0
#%=!;,0
peddler,0
]}%$$,0
standerwort,0
Na0.09TaO2,1
vennel,0
46,0
32,0
"/'""-",0
bespot,0
56,0
0,0
[={>.,0
17,0
taxing,0
12,0
lignoceric,0
antiblastic,0
inexact,0
56,0
87,0
unreadableness,0
preconsciously,0
Na0.48RuO2,1
Na0.3Mo0.34Co0.16Ta0.5O2,1
Na0.48Pd0.84Rh0.16O2,1
hortation,0
parodist,0
Na0.32Hf0.01Os0.99O2,1
90,0
Na0.1Mn0.49Ta0.51O2,1
Na0.24Co0.03Nb0.06Hf0.91O2,1
efformation,0
=.#,0
"|""",0
"""$##^",0
Albanensian,0
Na0.73V0.47Mn0.15W0.38O2,1
|:*#,0
99,0
12,0
"^-^/,",0
Na0.42Mn0.57Rh0.23Os0.2O2,1
mothworm,0
32,0
86,0
85,0
tubercle,0
!^]?),0
Na0.35NbO2,1
parliamentarianism,0
unalterably,0
*',0
physiographic,0
30,0
Na0.6Ni0.88W0.09Cr0.03O2,1
73,0
mother,0
.@!;+,0
Argus,0
#/),0
stumpnose,0
Na0.83Cr0.06Zr0.94O2,1
52,0
dermomuscular,0
Na0.14Ni0.42Co0.0Pd0.58O2,1
hemiprotein,0
32,0
Euptelea,0
Na0.51IrO2,1
NaxReO2,1
*')!,0
22,0
_{-,0
*=$>-,0
63,0
Na0.55Re0.39W0.12Ru0.49O2,1
*\@!,0
Na0.69PtxRe1-xO2,1
altiscope,0
14,0
.,0
hennery,0
44,0
}.$,0
&@.[,0
(_&},0
tawer,0
'(,0
1,0
interangular,0
-[,0
morainic,0
craniomalacia,0
50,0
erythrocatalysis,0
]{@<,0
57,0
69,0
94,0
97,0
"-!:""!",0
Delphinus,0
Benkulen,0
&;,0
"<,-(",0
52,0
Na0.55ReO2,1
13,0
)^&,0
gluttery,0
%},0
41,0
postembryonic,0
;-<,0
duodecimally,0
Na0.12PdO2,1
sunkland,0
Na0.88RuO2,1
Na0.21Ir0.64Nb0.21Tc0.15O2,1
59,0
nanosoma,0
cryoscopy,0
clupeine,0
NaxHf0.62Ni0.38O2,1
23,0
Na0.9Os0.88Re0.12O2,1
Na0.45PdO2,1
]_,0
#.,0
50,0
22,0
31,0
misasperse,0
25,0
44,0
Na0.73PdyMo1-yO2,1
Na0.84CrxMn1-xO2,1
streen,0
glossolaly,0
\$.,0
62,0
.,0
17,0
Na0.82Mn0.26Rh0.09Nb0.65O2,1
#,0
tooling,0
93,0
@,0
\-=,0
67,0
Orbitolina,0
"?^"";:",0
21,0
unmeltedness,0
NaxCo0.82Tc0.18O2,1
;>:;,0
:}-,0
70,0
47,0
@]{,0
/^,0
thumber,0
Na0.23Ni0.04Cr0.85Mo0.11O2,1
)$^,0
}{>#,0
plethysmographic,0
"{?[""'",0
undistilled,0
-,0
+,0
91,0
'()@,0
Jean-Pierre,0
Na0.19Hf0.54Fe0.46O2,1
9,0
Na0.51PtO2,1
?/$\,0
uniembryonate,0
90,0
72,0
63,0
%?<,0
flagellation,0
Na0.56Ni0.67V0.33O2,1
93,0
34,0
quadricentennial,0
'+,0
--,0
_,0
/';,0
53,0
apologetics,0
Na0.48V0.37Co0.59Os0.04O2,1
Na0.06CrO2,1
pluricellular,0
Arcidae,0
|??$,0
],0
86,0
Na0.33Hf0.29Rh0.71Cr0.0O2,1
17,0
^*+,0
|}{/,0
Na0.92Cr0.21Pt0.79O2,1
79,0
#,0
dockyardman,0
Moira,0
cataplexy,0
mispronouncement,0
93,0
7,0
unartistlike,0
*:=,0
Na0.58Rh0.11Ir0.36Cr0.53O2,1
khediva,0
slub,0
Na0.42Ru0.65W0.35O2,1
Na0.9Ir0.87Pd0.13O2,1
<&>,0
\,0
19,0
coadjutive,0
52,0
14,0
nonrecourse,0
"-$""=",0
puzzlepate,0
.!>,0
"%*#""(",0
epaulement,0
"-,",0
20,0
=]_},0
94,0
Na0.99Ta0.28Zr0.6Pd0.12O2,1
|+,0
preforgive,0
ascophorous,0
Na1.0Re0.11Pd0.78Fe0.11O2,1
>+[^,0
+%.\%,0
11,0
undelectable,0
+$}-,0
craniospinal,0
logogogue,0
%,0
${\/,0
75,0
garthman,0
NaxW0.56Ta0.44O2,1
.,0
